date,total,android,ios,credit_cnt_total,credit_cnt_android,credit_cnt_ios,has_amount_rate,has_amount_rate_android,has_amount_rate_ios
2015-06-11,1171,507,664,210,75,135,0.214285714286,0.16,0.244444444444
2015-06-10,1027,446,581,205,92,113,0.219512195122,0.20652173913,0.230088495575
2015-06-09,1025,444,581,171,70,101,0.187134502924,0.114285714286,0.237623762376
2015-06-08,1058,498,560,201,99,102,0.203980099502,0.181818181818,0.225490196078
2015-06-07,995,497,498,216,101,115,0.203703703704,0.0990099009901,0.295652173913
2015-06-06,1119,550,569,203,95,108,0.192118226601,0.168421052632,0.212962962963
2015-06-05,1007,445,562,190,84,106,0.231578947368,0.166666666667,0.283018867925
2015-06-04,919,390,529,164,68,96,0.201219512195,0.176470588235,0.21875
2015-06-03,845,351,494,176,74,102,0.170454545455,0.108108108108,0.21568627451
2015-06-02,406,327,79,81,67,14,0.172839506173,0.134328358209,0.357142857143
2015-06-01,309,309,0,56,56,0,0.196428571429,0.196428571429,
2015-05-31,336,336,0,56,56,0,0.196428571429,0.196428571429,
2015-05-30,604,322,282,112,50,62,0.196428571429,0.12,0.258064516129
2015-05-29,859,374,485,158,67,91,0.341772151899,0.253731343284,0.406593406593
2015-05-28,896,377,519,192,87,105,0.239583333333,0.218390804598,0.257142857143
2015-05-27,851,379,472,149,61,88,0.275167785235,0.180327868852,0.340909090909
2015-05-26,910,393,517,172,61,111,0.244186046512,0.131147540984,0.306306306306
2015-05-25,796,354,442,140,57,83,0.3,0.228070175439,0.349397590361
2015-05-24,784,330,454,154,57,97,0.246753246753,0.140350877193,0.309278350515
2015-05-23,800,361,439,139,54,85,0.244604316547,0.240740740741,0.247058823529
2015-05-22,885,379,506,153,61,92,0.183006535948,0.0819672131148,0.25
2015-05-21,951,418,533,156,68,88,0.192307692308,0.132352941176,0.238636363636
2015-05-20,873,401,472,172,74,98,0.220930232558,0.243243243243,0.204081632653
2015-05-19,815,388,427,139,58,81,0.309352517986,0.189655172414,0.395061728395
2015-05-18,786,405,381,132,55,77,0.234848484848,0.127272727273,0.311688311688
2015-05-17,723,361,362,119,53,66,0.252100840336,0.169811320755,0.318181818182
2015-05-16,625,315,310,99,46,53,0.232323232323,0.195652173913,0.264150943396
2015-05-15,718,367,351,118,54,64,0.186440677966,0.185185185185,0.1875
2015-05-14,807,384,423,147,65,82,0.265306122449,0.215384615385,0.30487804878
2015-05-13,809,372,437,150,63,87,0.286666666667,0.238095238095,0.32183908046
2015-05-12,792,373,419,138,52,86,0.224637681159,0.153846153846,0.267441860465
2015-05-11,746,339,407,115,42,73,0.313043478261,0.166666666667,0.397260273973
2015-05-10,679,346,333,111,54,57,0.27027027027,0.259259259259,0.280701754386
2015-05-09,698,338,360,107,54,53,0.205607476636,0.148148148148,0.264150943396
2015-05-08,777,404,373,124,61,63,0.233870967742,0.114754098361,0.349206349206
2015-05-07,650,383,267,116,65,51,0.224137931034,0.2,0.254901960784
2015-05-06,575,363,212,94,57,37,0.202127659574,0.157894736842,0.27027027027
2015-05-05,522,333,189,103,56,47,0.291262135922,0.25,0.340425531915
2015-05-04,339,312,27,58,53,5,0.224137931034,0.22641509434,0.2
2015-05-03,269,269,0,36,36,0,0.194444444444,0.194444444444,
2015-05-02,279,279,0,49,49,0,0.204081632653,0.204081632653,
2015-05-01,265,265,0,26,26,0,0.307692307692,0.307692307692,
2015-04-30,328,328,0,46,46,0,0.239130434783,0.239130434783,
2015-04-29,338,338,0,64,64,0,0.21875,0.21875,
2015-04-28,363,363,0,47,47,0,0.191489361702,0.191489361702,
2015-04-27,375,375,0,59,59,0,0.28813559322,0.28813559322,
2015-04-26,369,369,0,61,61,0,0.180327868852,0.180327868852,
2015-04-25,388,388,0,63,63,0,0.190476190476,0.190476190476,
2015-04-24,324,324,0,50,50,0,0.22,0.22,
2015-04-23,421,421,0,71,71,0,0.0845070422535,0.0845070422535,
2015-04-22,365,365,0,63,63,0,0.0952380952381,0.0952380952381,
2015-04-21,384,384,0,76,76,0,0.118421052632,0.118421052632,
2015-04-20,385,385,0,62,62,0,0.112903225806,0.112903225806,
2015-04-19,392,392,0,65,65,0,0.261538461538,0.261538461538,
2015-04-18,299,299,0,47,47,0,0.106382978723,0.106382978723,
2015-04-17,323,323,0,40,40,0,0.25,0.25,
2015-04-16,322,322,0,46,46,0,0.108695652174,0.108695652174,
2015-04-15,343,343,0,56,56,0,0.142857142857,0.142857142857,
2015-04-14,220,220,0,37,37,0,0.108108108108,0.108108108108,
2015-04-13,307,307,0,42,42,0,0.238095238095,0.238095238095,
2015-04-12,321,321,0,40,40,0,0.15,0.15,
2015-04-11,323,323,0,51,51,0,0.156862745098,0.156862745098,
2015-04-10,386,386,0,60,60,0,0.166666666667,0.166666666667,
2015-04-09,260,260,0,36,36,0,0.194444444444,0.194444444444,
2015-04-08,225,225,0,39,39,0,0.230769230769,0.230769230769,
2015-04-07,319,319,0,56,56,0,0.160714285714,0.160714285714,
2015-04-06,297,297,0,57,57,0,0.263157894737,0.263157894737,
2015-04-05,284,284,0,46,46,0,0.239130434783,0.239130434783,
2015-04-04,266,266,0,36,36,0,0.0833333333333,0.0833333333333,
2015-04-03,193,193,0,30,30,0,0.166666666667,0.166666666667,
2015-03-31,111,111,0,15,15,0,0.2,0.2,
2015-03-30,253,253,0,36,36,0,0.166666666667,0.166666666667,
2015-03-29,221,221,0,25,25,0,0.24,0.24,
2015-03-28,227,227,0,37,37,0,0.189189189189,0.189189189189,
2015-03-27,257,257,0,31,31,0,0.322580645161,0.322580645161,
2015-03-26,265,265,0,36,36,0,0.222222222222,0.222222222222,
2015-03-25,302,302,0,31,31,0,0.193548387097,0.193548387097,
2015-03-24,289,289,0,50,50,0,0.1,0.1,
2015-03-23,242,242,0,42,42,0,0.166666666667,0.166666666667,
2015-03-22,230,230,0,29,29,0,0.0344827586207,0.0344827586207,
2015-03-21,222,222,0,32,32,0,0.21875,0.21875,
2015-03-20,220,220,0,31,31,0,0.258064516129,0.258064516129,
2015-03-19,205,205,0,30,30,0,0.133333333333,0.133333333333,
2015-03-18,117,117,0,20,20,0,0.1,0.1,
2015-03-17,103,103,0,14,14,0,0.214285714286,0.214285714286,
2015-03-16,29,29,0,4,4,0,0.5,0.5,
2015-03-13,4,4,0,0,0,0,,,
2015-03-12,4,4,0,0,0,0,,,
2015-02-07,1,0,1,0,0,0,,,
2015-01-28,1,0,1,0,0,0,,,
2015-01-17,4,0,4,0,0,0,,,
2015-01-15,4,0,4,0,0,0,,,
2015-01-14,1,0,1,0,0,0,,,
